"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",13283006,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",13408649,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",13416291,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",14001014,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",14241938,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",15194728,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",16417385,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",17615370,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",16943858,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",18348280,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",20023528,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",21951434,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",24730072,,
"HUN","Hungary","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",26690900,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",460839.97,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",493834.47,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",536722.38,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",603407.63,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",649719.13,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",709561.31,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",802276.63,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",854139.94,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",876732.69,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",970421.5,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1061428.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1225716,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1386951.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1589625.1,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1626390.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1680967,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1765008.6,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1845159.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1970145.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2086359.6,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2310847.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2512054.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2641959.5,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",2844409.8,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",3043848.3,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2937930,,
"ISL","Iceland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",3251222,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",204476,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",216993,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",226066,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",246624.64,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",294928.38,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",318065.84,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",380432.63,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",388269.22,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",419008.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",453054,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",477628.47,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",549591.69,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",620620,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",1007600.3,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",871375.75,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",820241.56,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",891960.31,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",880734.63,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",905603.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",956125.56,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",1004611.8,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",1166529.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",1173274.1,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",1247071.1,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",1318697.5,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",1493673.6,,
"ISL","Iceland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",1600702.4,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",54758.738,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",60147.566,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",69400.727,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",80430.813,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",92790.523,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",108495.29,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",122089.17,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",135997.56,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",145576.44,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",156260.3,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",170306.77,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",184916.25,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",197069.39,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",187282.98,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",169519.72,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",167391.39,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",171703.17,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",175615.42,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",179457.59,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",195085.25,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",262975.91,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",270205.34,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",297763.22,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",326631.28,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",356704.59,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",372836.41,,
"IRL","Ireland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",426283.44,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",22095.85,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",23192.5,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",25048.619,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",27488.449,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",30164.561,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",33164.672,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",39279.73,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",44715.77,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",47552.199,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",51287.059,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",56238.289,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",62062.738,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",70236.25,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",77829.75,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",79460.531,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",108627.8,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",81113.719,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",74665.906,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",72869.688,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",73315,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",76416.797,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",75880.438,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",77882.188,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",82792.211,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",86510.344,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",101952.54,,
"IRL","Ireland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",105814.25,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",988243.19,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1045872.7,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",1092357.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",1138856.1,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1175149.5,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1241512.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1304136.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1350258.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1394693.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1452319,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1493635.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1552686.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1614839.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1637699.4,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1577255.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1611279.4,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1648755.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1624358.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1612751.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1627405.6,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1655355,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1695786.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",1736592.8,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",1771391.3,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",1796648.5,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",1661019.9,,
"ITA","Italy","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",1787675.4,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",510119,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",538511,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",540628,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",548361,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",554833,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",577746,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",617372,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",630568,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",657939,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",680842,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",705620,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",742085,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",755481,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",783371,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",806150,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",804476,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",810766,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",821764,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",821721,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",827625,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",832927,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",832265,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",846821,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",857245,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",870860,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",943495,,
"ITA","Italy","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",986168,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",521613504,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",535562112,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",543545408,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",536497408,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",528069888,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",535417696,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",531653888,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",524478688,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",523968608,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",529400896,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",532515584,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",535170208,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",539281728,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",527823808,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",494938400,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",505530592,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",497448896,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",500474688,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",508700608,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",518811008,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",538032320,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",544364608,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",553073024,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",556630080,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",557910784,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",539082368,,
"JPN","Japan","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",549379328,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",174240608,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",181065600,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",179812608,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",207265600,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",187818704,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",192485696,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",187110208,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",185622496,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",183590304,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",178292608,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",186434208,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",184797792,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",186529200,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",188167008,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",199530496,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",198926096,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",200115600,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",201286496,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",205269600,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",207336800,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",208962800,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",210901600,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",211223008,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",212840992,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",216371808,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",248414896,,
"JPN","Japan","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",243490704,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",436988800,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",490850912,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",542001792,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",537215296,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",591452992,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",651634432,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",707021312,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",784741312,,
"KOR","Korea","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",837364992,,
