"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"CZE","Czech Republic","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",6108717,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",849403,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",762740,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",819917,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",903236,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",927538,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",974727,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",1117016,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",1201744,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",1386860,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",1303245,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",1392102,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",1463921,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",1560751,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",1652260,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",1754034,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",1742089,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",1754422,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",1826725,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",1766916,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",1852255,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",1939612,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",1906806,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",1992172,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",2196478,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",2377636,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",2695782,,
"CZE","Czech Republic","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",2841390,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",1036482.6,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1088023.6,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",1146129.4,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",1185987.5,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1241520.8,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1326911.5,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1371526.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1410271,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1436751.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1506000.8,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1585984.1,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1682260.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1738845.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1801469.9,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1722142.5,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1810925.6,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1846853.6,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1895002.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1929677,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1981165,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2036356.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2107808.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2192960,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",2253316.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",2310954.8,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2323919.3,,
"DNK","Denmark","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",2504177.8,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",606612,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",631037,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",640772,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",656981,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",677042,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",699107,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",724679,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",750466,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",770664,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",798141,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",812682,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",838266,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",862318,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",908135,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",973636,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",1026310,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",1042167,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",1098247,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",1077153,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",1093954,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",1110377,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",1106149,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",1108531,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",1139013,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",1147800,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",1244136,,
"DNK","Denmark","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",1272217,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",98549,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",102083,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",110807,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",120474,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",126916,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",136442,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",144628,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",148486,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",151749,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",158758,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",164687,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",172897,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",187072,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",194265,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",181747,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",188143,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",197998,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",201037,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",204321,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",206897,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",211385,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",217518,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",226301,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",233462,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",239858,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",238038,,
"FIN","Finland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",250594,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",60165,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",60736,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",62124,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",63035,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",64702,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",65417,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",68376,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",71971,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",74873,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",77987,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",80729,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",83111,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",87119,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",93006,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",98310,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",101422,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",106241,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",111456,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",116102,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",118504,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",119415,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",121044,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",121375,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",124626,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",127945,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",136128,,
"FIN","Finland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",139956,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",1218273,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1252266,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",1292777,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",1351896,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1400999,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1478585,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1538200,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1587829,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1630666,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1704019,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1765905,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1848151,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1941360,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1992380,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1936422,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1995289,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",2058369,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",2088804,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",2117189,,
"FRA","France","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2149765,,
