Year,Country,COUNTRY,VARIABLE,Variable,YEAR,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Injuries,Flag Codes,Flags,Population,Passenger_kilometres,Injuries_passenger_kilometres,Percentage_inj_pk_pop,Percentage_inj_pop
1995,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,73568.0,,,10136814.0,104228.0,705.8372030548413,0.006963106978729622,0.725750714179031
1996,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,68259.0,,,10156641.0,104096.0,655.7312480786966,0.006456182197231315,0.6720627420029909
1997,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,70907.0,,,10181246.0,107343.0,660.5647317477619,0.006488053935125051,0.6964471735581284
1998,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,72260.0,,,10203012.0,112960.0,639.6954674220963,0.0062696727929173884,0.7082222386879482
1999,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,72543.0,,,10226419.0,116460.0,622.9005667181865,0.0060910917762922335,0.7093685482669936
2000,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,69431.0,,,10251251.0,119400.0,581.499162479062,0.005672470242695862,0.677292946977886
2001,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,66780.0,,,10286571.0,121470.0,549.7653741664609,0.005344495985751334,0.6491959273892145
2002,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,66342.0,,,10332786.0,123960.0,535.188770571152,0.005179520514323552,0.6420533629555475
2003,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,66602.0,,,10376131.0,124730.0,533.9693738475106,0.005146131769611531,0.6418770156236462
2004,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,64155.0,,,10421136.0,126800.0,505.9542586750788,0.0048550777830274824,0.6156238628878848
2005,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,64244.0,,,10478620.0,126960.0,506.017643352237,0.004829048513566071,0.6130959992823483
2006,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,64558.0,,,10547956.0,127990.0,504.39878115477774,0.0047819575769445545,0.6120427502731335
2007,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,65445.0,,,10624835.0,130810.0,500.30578701934104,0.004708833473831274,0.6159625067118689
2008,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,63941.0,,,10709108.0,130620.0,489.5192160465472,0.0045710549939971395,0.5970712033159065
2009,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,62338.0,,,10796498.0,131060.0,475.64474286586295,0.004405546528752777,0.5773909280583389
2010,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,59872.0,,,10895591.0,126773.0,472.27721991275746,0.0043345718457379456,0.5495066765997365
2011,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,62195.0,,,10993609.0,127640.0,487.26888122845503,0.004432292263882179,0.5657377845619214
2012,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,57146.0,,,11067748.0,128046.0,446.29273854708464,0.004032371703322886,0.5163290671236822
2013,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,53876.0,,,11125033.0,121530.0,443.3144079651115,0.00398483679073232,0.4842772151776988
2014,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,53982.0,,,11179778.0,123980.0,435.4089369253105,0.0038946116544113,0.482853952913913
2015,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,52593.0,,,11238474.0,122240.0,430.24378272251306,0.0038283114124080643,0.4679727870527618
2016,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,51928.0,,,11295003.0,119500.0,434.54393305439334,0.003847222821050984,0.4597431271155927
2017,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,49081.0,,,11349081.0,,,,0.4324667345311925
2018,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,49357.0,,,11403740.0,,,,0.43281414693775905
2019,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,47832.0,,,11462023.0,,,,0.41730853270840584
2020,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,37150.0,,,11506938.0,,,,0.32284870223512113
2021,Belgium,BEL,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,42567.0,,,11552615.0,,,,0.36846203218924894
1995,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,241771.0,,,29302311.0,497000.0,486.46076458752515,0.0016601447052675305,0.8250919185179626
1996,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,230412.0,,,29610218.0,498000.0,462.67469879518075,0.0015625508018724506,0.7781502993324805
1997,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,220477.0,,,29905948.0,499000.0,441.8376753507014,0.0014774240741363602,0.7372346129940439
1998,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,216238.0,,,30155173.0,500000.0,432.476,0.0014341685255793426,0.7170842627896713
1999,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,221437.0,,,30401286.0,501000.0,441.99001996007985,0.0014538530375329513,0.7283803718040086
2000,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,225752.0,,,30685730.0,502000.0,449.7051792828685,0.0014655189212799192,0.7356904984825193
2001,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,219300.0,,,31020902.0,481000.0,455.92515592515593,0.001469735328538016,0.7069426930267856
2002,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,225586.0,,,31360079.0,493000.0,457.578093306288,0.0014591101422489657,0.7193413001287401
2003,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,218900.0,,,31644028.0,485000.0,451.340206185567,0.001426304534257039,0.691757699114664
2004,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,208839.0,,,31940655.0,488368.0,427.62629820135635,0.0013388150562390043,0.65383443138533
2005,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,207599.0,,,32243753.0,512736.0,404.88477501092177,0.0012556999025855387,0.6438425452520988
2006,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,202847.0,,,32571174.0,510103.0,397.65890418209653,0.0012208921427950264,0.6227807447161714
2007,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,195498.0,,,32889025.0,503471.0,388.30041849480904,0.0011806382782548557,0.5944171345912505
2008,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,178825.0,,,33247118.0,,,,0.5378661693323312
2009,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,172986.0,,,33628895.0,,,,0.5143969196727992
2010,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,174319.0,,,34004889.0,,,,0.5126292281089345
2011,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,169764.0,,,34339328.0,,,,0.4943719341275403
2012,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,168802.0,,,34714222.0,,,,0.48626179783029555
2013,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,166476.0,,,35082954.0,,,,0.47452104517766663
2014,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,158398.0,,,35437435.0,,,,0.44697930310136724
2015,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,162693.0,,,35702908.0,,,,0.45568557048630326
2016,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,160754.0,,,36109487.0,,,,0.4451849454410693
2017,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,154634.0,,,36545236.0,,,,0.4231303910583585
2018,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,151004.0,,,37065084.0,,,,0.40740228728471245
2019,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,142563.0,,,37601230.0,,,,0.379144512027931
2020,Canada,CAN,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,103317.0,P,Provisional value,38007166.0,,,,0.2718355796377978
2021,Canada,,,,,,,,,,,,,,38226498.0,,,,
1995,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,18465.0,,,4807101.0,,,,0.3841192435940081
1996,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,16903.0,,,4758633.0,,,,0.3552070521092927
1997,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,16948.0,,,4711372.0,,,,0.3597253623785174
1998,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,18764.0,,,4659932.0,,,,0.4026668200308502
1999,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,18765.0,,,4605331.0,,,,0.40746256892284183
2000,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,21156.0,,,4548433.0,,,,0.4651272207373397
2001,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,22740.0,,,4299642.0,,,,0.5288812417405914
2002,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,24550.0,,,4302174.0,,,,0.5706417267177013
2003,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,26854.0,,,4303399.0,,,,0.6240183631589821
2004,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,24879.0,,,4304600.0,,,,0.5779631092319844
2005,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,22370.0,,,4310145.0,,,,0.5190080612137178
2006,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,23750.0,,,4311159.0,,,,0.5508959423672382
2007,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,25711.0,,,4310217.0,,,,0.5965128901862714
2008,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,23059.0,,,4309705.0,,,,0.5350482225581565
2009,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,22471.0,,,4305181.0,,,,0.521952503274543
2010,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,18759.0,,,4295427.0,,,,0.43672026087278404
2011,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,18483.0,,,4280622.0,28387.0,651.1079015042097,0.015210590925903052,0.43178304461360983
2012,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,16403.0,,,4267558.0,29396.0,558.0010885834807,0.013075418976929681,0.38436501624582486
2013,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,15642.0,,,4255689.0,29652.0,527.5192229866451,0.012395624374493649,0.3675550539524857
2014,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,14530.0,,,4238389.0,29705.0,489.14324187847166,0.011540782166961826,0.34281893426960103
2015,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,15372.0,,,4203604.0,29770.0,516.3587504198857,0.012283715364717649,0.3656862064076445
2016,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,14903.0,,,4174349.0,29983.0,497.04832738551846,0.011907205827436049,0.35701375232401505
2017,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,14939.0,,,4124531.0,30339.0,492.40251821088367,0.011938388103056655,0.3621987566586359
2018,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,14306.0,,,4087843.0,29437.0,485.9870231341509,0.011888593156198779,0.3499645167390235
2019,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,13182.0,,,4065253.0,29394.0,448.4588691569708,0.011031511917141955,0.3242602612924706
2020,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,10272.0,,,4047680.0,22291.0,460.81378134673184,0.011384639629287192,0.2537750019764408
2021,Croatia,HRV,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,12210.0,,,3878981.0,25529.0,478.2796035880763,0.012330032129264782,0.3147733902280006
1995,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,38555.0,,,10330759.0,65473.0,588.8686939654514,0.005700149369135912,0.37320587964543556
1996,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,39311.0,,,10315353.0,65875.0,596.7514231499051,0.005785079998230842,0.3810921448834567
1997,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,38205.0,,,10303642.0,65534.0,582.9798272652364,0.0056579976989227345,0.37079122120120245
1998,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,36587.0,,,10294943.0,68461.0,534.4210572442705,0.005191102634024011,0.3553880774279178
1999,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,36165.0,,,10282784.0,71049.0,509.0149052062661,0.004950166270207233,0.35170436333195365
2000,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,33925.0,,,10272503.0,73291.0,462.880844851346,0.004506018103390634,0.330250572815603
2001,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,35010.0,,,10224192.0,74078.0,472.60995167256135,0.004622467493495441,0.34242314698315524
2002,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,35820.0,,,10200774.0,74958.0,477.8676058592812,0.004684621047964411,0.35114982451331633
2003,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,36885.0,,,10201651.0,76809.0,480.2171620513221,0.004707249464339861,0.3615591241064804
2004,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,35636.0,,,10206923.0,76086.0,468.3647451567963,0.004588696761568558,0.34913558180070525
2005,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,33497.0,,,10234092.0,77248.0,433.6293496271748,0.004237106229132734,0.32730798198804545
2006,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,29177.0,,,10266646.0,79131.0,368.7176959725013,0.0035914133590707353,0.28419213051662634
2007,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,30465.0,,,10322689.0,81059.0,375.8373530391443,0.0036408861396400134,0.29512658959307986
2008,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,29577.0,,,10429692.0,81749.0,361.80259085738055,0.003468967164681187,0.28358459674552233
2009,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,28145.0,,,10491492.0,81784.0,344.1382177443021,0.0032801647062620084,0.268264990336932
2010,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,25186.0,,,10517247.0,74386.0,338.5852176484823,0.003219333135833762,0.23947331464213023
2011,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,26322.0,,,10496672.0,74757.0,352.1008066134275,0.003354404201764402,0.2507651949113014
2012,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,26257.0,,,10509286.0,73275.0,358.3350392357557,0.003409699186374371,0.24984570788158206
2013,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,25942.0,,,10510719.0,73676.0,352.10923502904615,0.0033500014131197507,0.2468147041130107
2014,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,27046.0,,,10524783.0,76270.0,354.60862724531273,0.003369272575456546,0.25697441933007076
2015,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,27704.0,,,10542942.0,79700.9,347.59958795948353,0.0032969885252094105,0.2627729527488627
2016,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,27692.0,,,10565284.0,82512.1,335.61138305775756,0.003176548619589947,0.2621036973544677
2017,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,27656.0,,,10589526.0,85504.8,323.44383005398527,0.003054374955536114,0.26116371969812435
2018,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,28336.0,,,10626430.0,88921.4,318.6634488435855,0.002998781800130293,0.2666558759621058
2019,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,26663.0,,,10669324.0,91726.0,290.68094106360246,0.00272445509259633,0.24990336782349096
2020,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2020.0,PER,Persons,0.0,Units,,,23205.0,,,10700155.0,74380.0,311.9790266200592,0.002915649601525017,0.21686601736143077
2021,Czech Republic,CZE,T-ACCI-CAS,Road casualties (injured + killed),2021.0,PER,Persons,0.0,Units,,,22737.0,,,10500850.0,93335.1325,243.60601834469992,0.0023198695186075406,0.21652532890194606
1995,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,10573.0,,,5227861.0,61292.0,172.50212099458332,0.003299669233642274,0.20224332666840222
1996,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,10324.0,,,5261503.0,62544.0,165.06779227423894,0.0031372745064335975,0.19621769673038295
1997,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,10106.0,,,5284220.0,63378.0,159.45596263687713,0.0030175875084095124,0.19124866110797809
1998,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,9674.0,,,5301304.0,63942.0,151.29335960714397,0.002853889526183444,0.18248340408322178
1999,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,9907.0,,,5319111.0,65010.0,152.3919397015844,0.0028649888994906176,0.18625292835588503
2000,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,9590.0,,,5337344.0,64194.0,149.3909088076767,0.0027989747111611452,0.17967738260827856
2001,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,8896.0,,,5355082.0,63386.0,140.34644874262455,0.002620808584119245,0.1661225729129825
2002,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,9254.0,,,5374255.0,63473.0,145.79427473098798,0.002712827633429898,0.17219130837669594
2003,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,8844.0,,,5387174.0,64016.0,138.1529617595601,0.002564479293959321,0.16416770648209988
2004,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,7915.0,,,5401177.0,65452.0,120.92831387887307,0.0022389252172049364,0.14654213331649749
2005,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,6919.0,,,5415978.0,65517.0,105.60617854907886,0.0019499004344013004,0.12775162676067
2006,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,6821.0,,,5434567.0,66191.0,103.05026363100724,0.0018962000768599824,0.12551137928743908
2007,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2007.0,PER,Persons,0.0,Units,,,7062.0,,,5457415.0,67815.0,104.13625304136254,0.0019081607875040202,0.12940192380458515
2008,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2008.0,PER,Persons,0.0,Units,,,6329.0,,,5489022.0,67791.0,93.36047557935419,0.0017008581051297332,0.11530287180484976
2009,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2009.0,PER,Persons,0.0,Units,,,5250.0,,,5519441.0,67236.0,78.08316973050151,0.0014146934396164668,0.09511832810605277
2010,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2010.0,PER,Persons,0.0,Units,,,4408.0,,,5543819.0,66612.0,66.17426289557437,0.0011936584310486033,0.07951197540900956
2011,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2011.0,PER,Persons,0.0,Units,,,4259.0,,,5566856.0,66612.0,63.937428691527046,0.0011485374992909292,0.07650637990276737
2012,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2012.0,PER,Persons,0.0,Units,,,3778.0,,,5587085.0,67039.0,56.355255895821834,0.0010086701007022774,0.06762023488097997
2013,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2013.0,PER,Persons,0.0,Units,,,3585.0,,,5608784.0,67551.0,53.07101301239064,0.0009462124591068338,0.06391759782512572
2014,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2014.0,PER,Persons,0.0,Units,,,3375.0,,,5639719.0,67026.550518915,50.353180551154416,0.0008928313724700542,0.0598434070917363
2015,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2015.0,PER,Persons,0.0,Units,,,3334.0,,,5678348.0,67544.075461366,49.360361767139565,0.0008692732774944326,0.05871425985163291
2016,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2016.0,PER,Persons,0.0,Units,,,3439.0,,,5724456.0,66544.317598197,51.679844712889185,0.0009027904959508673,0.0600755774871883
2017,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2017.0,PER,Persons,0.0,Units,,,3318.0,,,5760694.0,,,,0.057597227000774555
2018,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2018.0,PER,Persons,0.0,Units,,,3458.0,,,5789957.0,,,,0.05972410503221353
2019,Denmark,DNK,T-ACCI-CAS,Road casualties (injured + killed),2019.0,PER,Persons,0.0,Units,,,3275.0,,,5814461.0,,,,0.05632508327083112
2020,Denmark,,,,,,,,,,,,,,5825337.0,,,,
2021,Denmark,,,,,,,,,,,,,,5850189.0,,,,
1995,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),1995.0,PER,Persons,0.0,Units,,,10632.0,B,Break,5107787.0,58000.0,183.31034482758622,0.0035888408194700797,0.20815276752926462
1996,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),1996.0,PER,Persons,0.0,Units,,,9703.0,,,5124573.0,58400.0,166.14726027397262,0.00324216788938264,0.18934260473994616
1997,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),1997.0,PER,Persons,0.0,Units,,,9395.0,,,5139839.0,59900.0,156.84474123539232,0.003051549693198412,0.18278782662258486
1998,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),1998.0,PER,Persons,0.0,Units,,,9497.0,,,5153499.0,61100.0,155.43371522094927,0.0030160812143545435,0.18428256219706263
1999,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),1999.0,PER,Persons,0.0,Units,,,9483.0,,,5165470.0,62500.0,151.728,0.0029373512962034432,0.1835844560127152
2000,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2000.0,PER,Persons,0.0,Units,,,8904.0,,,5176203.0,63400.0,140.4416403785489,0.0027132173985168068,0.17201798306596552
2001,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2001.0,PER,Persons,0.0,Units,,,8844.0,,,5188005.0,64700.0,136.69242658423494,0.0026347782352606625,0.17047015182136485
2002,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2002.0,PER,Persons,0.0,Units,,,8571.0,,,5200598.0,66000.0,129.86363636363637,0.0024970904569750706,0.16480797016035464
2003,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2003.0,PER,Persons,0.0,Units,,,9467.0,B,Break,5213010.0,67260.0,140.75230449003865,0.0027000198443900675,0.18160333473367593
2004,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2004.0,PER,Persons,0.0,Units,,,9166.0,,,5228173.0,68545.0,133.72237216427166,0.0025577266124183658,0.1753193706482169
2005,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2005.0,PER,Persons,0.0,Units,,,9362.0,,,5246100.0,69450.0,134.80201583873293,0.0025695662652014434,0.1784563771182402
2006,Finland,FIN,T-ACCI-CAS,Road casualties (injured + killed),2006.0,PER,Persons,0.0,Units,,,8916.0,,,5266266.0,69995.0,127.3805271805129,0.0024188016173226513,0.16930401920449897
