Year,Country,Location,GDP,Gov_Spending,Maintenance,Investments,Perc_Maintenance,Perc_Investments
2003,Switzerland,CHE,487606530000.0,166795380000.0,2270000000.0,4159000000.0,1.360948966332281,2.493474339636985
2004,Switzerland,CHE,502265690000.0,170413380000.0,2279000000.0,4214000000.0,1.3373363054004328,2.4728105269668377
2005,Switzerland,CHE,520848310000.0,173183480000.0,2354000000.0,4283000000.0,1.3592520487519941,2.473099628209342
2006,Switzerland,CHE,553721560000.0,173815360000.0,2413000000.0,4264000000.0,1.3882547549307496,2.453177900963413
2007,Switzerland,CHE,589085130000.0,178278800000.0,2316000000.0,4393000000.0,1.2990888428685856,2.4641179994480558
2008,Switzerland,CHE,614407750000.0,189263110000.0,2557000000.0,4508000000.0,1.351029262913412,2.381869345801197
2009,Switzerland,CHE,603039060000.0,197131470000.0,2744000000.0,4525000000.0,1.391964459048573,2.295422440668656
2010,Switzerland,CHE,624545130000.0,202123410000.0,2762000000.0,4725000000.0,1.3664918873078582,2.3376807268391127
2011,Switzerland,CHE,635738750000.0,205752130000.0,2758000000.0,4717000000.0,1.3404478485836333,2.2925643588720077
2012,Switzerland,CHE,643645560000.0,210401910000.0,2909000000.0,4677000000.0,1.382592011640959,2.222888565983075
2013,Switzerland,CHE,654611690000.0,220141700000.0,2957000000.0,4593000000.0,1.343225749596737,2.086383452112889
2014,Switzerland,CHE,665618380000.0,221424980000.0,2940000000.0,4430000000.0,1.3277634709507482,2.000677610990413
2015,Switzerland,CHE,668006380000.0,224542080000.0,2948000000.0,4511366157.3241,1.3128942245480224,2.0091406284844693
2016,Switzerland,CHE,677848310000.0,228245140000.0,2943000000.0,4326127505.995,1.2894031390986025,1.8953864717535716
2017,Switzerland,CHE,684558440000.0,230740270000.0,3011000000.0,4368790430.8763,1.304930431086,1.8933801329418136
2018,Switzerland,CHE,709521560000.0,234072160000.0,2995000000.0,4407738968.4266,1.2795199565809108,1.8830684385646719
2019,Switzerland,CHE,716878560000.0,238417800000.0,2931000000.0,4785430086.8947,1.2293545196709306,2.007161414497869
2020,Switzerland,CHE,694661750000.0,267116219999.99997,2981000000.0,5030848325.9883,1.1159936300386402,1.883393051155149
2021,Switzerland,CHE,731661690000.0,266814090000.00003,,,,
1995,Türkiye,TUR,10693502000.0,,1000000.0,41000000.0,,
1996,Türkiye,TUR,20349949000.0,,4000000.0,97000000.0,,
1997,Türkiye,TUR,39724102000.0,,13000000.0,209000000.0,,
1998,Türkiye,TUR,71944703000.0,,20000000.0,299000000.0,,
1999,Türkiye,TUR,107374260000.0,,48000000.0,380000000.0,,
2000,Türkiye,TUR,171494200000.0,67698000000.0,65000000.0,576000000.0,0.09601465331324412,0.8508375432065941
2001,Türkiye,TUR,247266200000.0,108890000000.0,114000000.0,1542000000.0,0.1046928092570484,1.4161079988979703
2002,Türkiye,TUR,362109660000.0,148513000000.0,94000000.0,1402000000.0,0.06329412240005926,0.9440251021796072
2003,Türkiye,TUR,472171780000.0,181446000000.0,167000000.0,1693739899.0736,0.09203840261014296,0.9334677529808318
2004,Türkiye,TUR,582852810000.0,201431000000.0,126000000.0,2270178238.4366,0.06255243731103952,1.127025253529298
2005,Türkiye,TUR,680275880000.0,218452000000.0,149000000.0,3050092567.6577,0.06820720341310677,1.396230095241838
2006,Türkiye,TUR,795757130000.0,270783000000.0,284000000.0,4151416881.1616,0.10488103019761211,1.533115772098544
2007,Türkiye,TUR,887714440000.0,296892000000.0,497000000.0,4000966445.9057,0.1674009404093071,1.3476167919329924
2008,Türkiye,TUR,1002756500000.0,342853000000.0,589000000.0,6389962117.6641,0.17179374250772197,1.8637614714364754
2009,Türkiye,TUR,1006372500000.0,379574030000.0,888000000.0,7470680659.9184,0.23394645834964,1.9681748669471408
2010,Türkiye,TUR,1167664500000.0,412300060000.0,719000000.0,10256980071.503,0.17438755648010335,2.487746441633552
2011,Türkiye,TUR,1404927600000.0,468157000000.0,1575000000.0,12152686133.333,0.33642560081340234,2.5958569739068302
2012,Türkiye,TUR,1581479300000.0,525251810000.00006,1620000000.0,11113900000.0,0.3084234969128426,2.115918458234346
2013,Türkiye,TUR,1823427400000.0,594264880000.0,1596000000.0,15767664537.244,0.2685671076507163,2.6533058014877136
2014,Türkiye,TUR,2054897900000.0,656257190000.0,1622000000.0,19327779807.896,0.24715919683866625,2.945153226876798
2015,Türkiye,TUR,2350941300000.0,746114560000.0,723000000.0,27378199420.306,0.0969020092571307,3.6694364227801692
2016,Türkiye,TUR,2626559800000.0,889067940000.0,769000000.0,24510379771.813,0.08649507708038601,2.756862402643042
2017,Türkiye,TUR,3133704300000.0,1064251500000.0,945000000.0,25318455631.109,0.08879480085299386,2.378991773195434
2018,Türkiye,TUR,3758773800000.0,1303661100000.0,1346000000.0,49606855462.798,0.1032476922108054,3.805195649605407
2019,Türkiye,TUR,4311733000000.0,1540010000000.0,2073000000.0,39987292059.66,0.13460951552262648,2.5965605456886647
2020,Türkiye,TUR,5048220000000.0,1715200000000.0,2989000000.0,43774773475.785,0.17426539179104478,2.552167296862465
2021,Türkiye,TUR,7248789000000.0,2261460000000.0,3813000000.0,44455458432.351,0.1686078904778329,1.965785750459924
1995,United Kingdom,GBR,853077000000.0,326617000000.0,3180000000.0,4330000000.0,0.9736174173420243,1.325711766380807
1996,United Kingdom,GBR,911258000000.0,334646000000.0,2987000000.0,3958000000.0,0.8925850002689408,1.1827423605840202
1997,United Kingdom,GBR,953952000000.0,342133000000.0,2825000000.0,3518000000.0,0.8257022853685556,1.0282550937793198
1998,United Kingdom,GBR,999326000000.0,354565000000.0,2758000000.0,3235000000.0,0.7778545541720137,0.9123855992554256
1999,United Kingdom,GBR,1044150000000.0,365896000000.0,2929000000.0,3134000000.0,0.8005006887202921,0.856527537879616
2000,United Kingdom,GBR,1101143000000.0,387823000000.0,3120000000.0,3391000000.0,0.8044907083901676,0.8743679462022624
2001,United Kingdom,GBR,1145323000000.0,415351000000.0,3203000000.0,3688000000.0,0.771154999024921,0.8879237079000654
2002,United Kingdom,GBR,1191515000000.0,448607000000.0,3247000000.0,3928000000.0,0.7237961066144755,0.8755993553377455
2003,United Kingdom,GBR,1259675000000.0,489328000000.0,3344000000.0,3595000000.0,0.683386194944904,0.7346810319458522
2004,United Kingdom,GBR,1323420000000.0,530162000000.0,3699000000.0,3359000000.0,0.6977112656131522,0.6335799246268122
2005,United Kingdom,GBR,1399643000000.0,576918000000.0,3872000000.0,3851000000.0,0.6711525728093074,0.6675125407770255
2006,United Kingdom,GBR,1472837000000.0,601622000000.0,3993000000.0,4323000000.0,0.6637057820358963,0.7185574995595241
2007,United Kingdom,GBR,1545792000000.0,635055000000.0,3858789356.2041,4243889000.0,0.6076307337481163,0.668271094629599
2008,United Kingdom,GBR,1594737000000.0,706655000000.0,3988963150.0,4808038000.0,0.5644852367845695,0.6803939687683523
2009,United Kingdom,GBR,1551882000000.0,732360000000.0,3863721542.581,5850859000.0,0.5275713505080835,0.7989047736086078
2010,United Kingdom,GBR,1612381000000.0,760093000000.0,3361802000.0,5563648000.0,0.44228824630670194,0.731969377431446
2011,United Kingdom,GBR,1664211000000.0,759517000000.0,2988985000.0,4829298000.0,0.3935376035032791,0.6358380391748967
2012,United Kingdom,GBR,1713241000000.0,779782000000.0,2798764000.0,4507696000.0,0.35891620991507883,0.5780713071089099
2013,United Kingdom,GBR,1782296000000.0,779734000000.0,2671045000.0,5120633000.0,0.3425584878945897,0.6567153670354249
2014,United Kingdom,GBR,1862827000000.0,802426000000.0,2323513000.0,6326657000.0,0.28956103117296794,0.7884411771303522
2015,United Kingdom,GBR,1920998000000.0,811937000000.0,2297276000.0,6583304000.0,0.2829377156109402,0.8108146321697374
2016,United Kingdom,GBR,1999461000000.0,827976000000.0,2052058000.0,7010939000.0,0.2478402755635429,0.846756306946095
2017,United Kingdom,GBR,2085008000000.0,856509000000.0,1768027000.0,7957727000.0,0.20642246608033307,0.929088544311852
2018,United Kingdom,GBR,2157410000000.0,880419000000.0,2062552000.0,7674053000.0,0.23426936492738115,0.8716364594585078
2019,United Kingdom,GBR,2238348000000.0,913281000000.0,2028159000.0,8459419000.0,0.22207392905359905,0.9262668335375421
2020,United Kingdom,GBR,2109594000000.0,1101598000000.0,,,,
2021,United Kingdom,GBR,2270246000000.0,1103132000000.0,,,,
1995,United States,USA,7639749000000.0,2888481000000.0,24318908000.0,38800000000.0,0.8419272274943127,1.3432665819854794
1996,United States,USA,8073122000000.0,2997027500000.0,25563402000.0,40600000000.0,0.8529585397531387,1.3546755910648134
1997,United States,USA,8577552000000.0,3085212800000.0,26776754000.0,43000000000.0,0.867906226760112,1.3937450278956447
1998,United States,USA,9062817000000.0,3182809800000.0,28172394000.0,46100000000.0,0.8851422412988674,1.4484057451375199
1999,United States,USA,9631172000000.0,3337215000000.0,29997493000.0,50100000000.0,0.8988780465148335,1.5012517922878807
2000,United States,USA,10250952000000.0,3516022500000.0,30636638000.0,54100000000.0,0.8713436276360574,1.5386704721030653
2001,United States,USA,10581929000000.0,3768842800000.0,31676918000.0,58600000000.0,0.8404945411891417,1.554853919616918
2002,United States,USA,10929108000000.0,4015593000000.0,33893078560.47,60300000000.0,0.844036697953951,1.501646207670947
2003,United States,USA,11456450000000.0,4268405000000.0,35466544000.0,59400000000.0,0.8309085946624091,1.3916205233570855
2004,United States,USA,12217196000000.0,4503250000000.0,36327181000.0,62400000000.0,0.8066880808305112,1.3856659079553655
2005,United States,USA,13039197000000.0,4817585000000.0,37882229000.0,68100000000.0,0.7863323428647342,1.4135713225609927
2006,United States,USA,13815583000000.0,5065365500000.0,40425921255.0,74200000000.0,0.7980849803434718,1.4648498711494757
2007,United States,USA,14474228000000.0,5408531500000.0,45759127000.0,78400000000.0,0.8460545528855661,1.4495616786183088
2008,United States,USA,14769862000000.0,5860288500000.0,44972095000.0,79900000000.0,0.7674041132957874,1.3634141049540478
2009,United States,USA,14478067000000.0,6253857000000.0,49432397000.0,82300000000.0,0.7904305614918922,1.3159878775609997
2010,United States,USA,15048970000000.0,6472653500000.0,48772990473.044,82400000000.0,0.75352389051946,1.2730482173964666
2011,United States,USA,15599731000000.0,6535058500000.0,45993773372.932,82700000000.0,0.7038004843098496,1.265482168216245
2012,United States,USA,16253970000000.0,6515363500000.0,48009760441.173,83100000000.0,0.7368700217750398,1.275446872611175
2013,United States,USA,16843196000000.0,6547530000000.0,45435000000.0,81400000000.0,0.6939258010272576,1.2432169077499455
2014,United States,USA,17550688000000.0,6721129000000.0,51442240042.163,83400000000.0,0.7653809358838821,1.2408629562086966
2015,United States,USA,18206024000000.0,6910907000000.0,51765892760.0,89100000000.0,0.7490462939235039,1.2892663727062164
2016,United States,USA,18695106000000.0,7161100000000.0,55312766920.0,92900000000.0,0.7724060119255421,1.2972867296923656
2017,United States,USA,19477336000000.0,7412759000000.0,51442240042.163,96600000000.0,0.6939688723478398,1.3031585135844832
2018,United States,USA,20533058000000.0,7794634500000.0,60637022760.0,102300000000.0,0.7779328557355705,1.3124412696964816
2019,United States,USA,21380976000000.0,8221634000000.0,61503000000.0,107700000000.0,0.7480629762891415,1.3099585800097644
2020,United States,USA,21060474000000.0,9962874000000.0,61346000000.0,106300000000.0,0.6157460186689102,1.0669612001516833
2021,United States,USA,23315080000000.0,10477246000000.0,,108600000000.0,,1.0365319283330752
